Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Position
LAW,Racing Bulls,35.0,84.21,29.684,17.768,36.758,SOFT,2.0,14.0
LAW,Racing Bulls,36.0,86.728,31.791,17.8,37.137,SOFT,3.0,14.0
LAW,Racing Bulls,37.0,85.74,30.472,17.992,37.276,SOFT,4.0,13.0
LAW,Racing Bulls,38.0,84.423,29.858,17.952,36.613,SOFT,5.0,13.0
LAW,Racing Bulls,39.0,84.124,29.654,17.837,36.633,SOFT,6.0,13.0
LAW,Racing Bulls,40.0,84.077,29.497,17.953,36.627,SOFT,7.0,13.0
LAW,Racing Bulls,41.0,83.92,29.49,17.906,36.524,SOFT,8.0,13.0
LAW,Racing Bulls,42.0,84.048,29.555,17.97,36.523,SOFT,9.0,13.0
LAW,Racing Bulls,43.0,84.232,29.564,18.033,36.635,SOFT,10.0,13.0
LAW,Racing Bulls,44.0,84.071,29.647,17.945,36.479,SOFT,11.0,13.0
LAW,Racing Bulls,45.0,84.31,29.849,18.022,36.439,SOFT,12.0,13.0
LAW,Racing Bulls,46.0,84.023,29.625,17.849,36.549,SOFT,13.0,13.0
LAW,Racing Bulls,47.0,83.783,29.407,17.848,36.528,SOFT,14.0,13.0
LAW,Racing Bulls,48.0,84.222,29.646,17.894,36.682,SOFT,15.0,13.0
LAW,Racing Bulls,49.0,83.932,29.404,17.932,36.596,SOFT,16.0,13.0
LAW,Racing Bulls,50.0,83.912,29.434,17.783,36.695,SOFT,17.0,13.0
LAW,Racing Bulls,51.0,84.46,29.699,17.888,36.873,SOFT,18.0,13.0
LAW,Racing Bulls,52.0,84.665,29.812,17.679,37.174,SOFT,19.0,13.0
LAW,Racing Bulls,53.0,85.162,29.988,17.791,37.383,SOFT,20.0,13.0
LAW,Racing Bulls,54.0,84.525,29.874,17.754,36.897,SOFT,21.0,13.0
LAW,Racing Bulls,55.0,85.123,30.102,17.996,37.025,SOFT,22.0,13.0
LAW,Racing Bulls,56.0,86.895,31.114,18.065,37.716,SOFT,23.0,13.0
LAW,Racing Bulls,57.0,86.317,30.9,17.896,37.521,SOFT,24.0,13.0
OCO,Haas F1 Team,2.0,87.035,31.014,17.977,38.044,MEDIUM,2.0,8.0
OCO,Haas F1 Team,3.0,86.567,30.865,17.978,37.724,MEDIUM,3.0,8.0
OCO,Haas F1 Team,4.0,86.186,30.431,17.642,38.113,MEDIUM,4.0,8.0
OCO,Haas F1 Team,5.0,86.808,30.836,17.956,38.016,MEDIUM,5.0,8.0
OCO,Haas F1 Team,6.0,85.569,30.704,17.956,36.909,MEDIUM,6.0,8.0
OCO,Haas F1 Team,7.0,85.087,30.269,17.909,36.909,MEDIUM,7.0,8.0
OCO,Haas F1 Team,8.0,85.029,30.287,17.905,36.837,MEDIUM,8.0,8.0
OCO,Haas F1 Team,9.0,85.552,30.308,17.927,37.317,MEDIUM,9.0,8.0
OCO,Haas F1 Team,10.0,85.632,30.464,17.902,37.266,MEDIUM,10.0,8.0
OCO,Haas F1 Team,11.0,105.949,30.36,18.101,57.488,MEDIUM,11.0,11.0
OCO,Haas F1 Team,12.0,116.405,42.111,28.731,45.563,HARD,1.0,10.0
OCO,Haas F1 Team,13.0,112.218,41.465,28.714,42.039,HARD,2.0,10.0
OCO,Haas F1 Team,14.0,85.303,30.4,17.985,36.918,HARD,3.0,10.0
OCO,Haas F1 Team,15.0,85.36,30.329,17.972,37.059,HARD,4.0,10.0
OCO,Haas F1 Team,16.0,85.43,30.332,17.995,37.103,HARD,5.0,10.0
OCO,Haas F1 Team,17.0,85.716,30.159,17.982,37.575,HARD,6.0,10.0
OCO,Haas F1 Team,18.0,101.381,30.733,25.042,45.606,HARD,7.0,10.0
OCO,Haas F1 Team,19.0,112.711,40.623,25.848,46.24,HARD,8.0,9.0
OCO,Haas F1 Team,20.0,86.713,31.066,17.873,37.774,HARD,9.0,10.0
OCO,Haas F1 Team,21.0,86.571,31.496,17.886,37.189,HARD,10.0,11.0
OCO,Haas F1 Team,22.0,84.821,29.967,17.651,37.203,HARD,11.0,11.0
OCO,Haas F1 Team,23.0,84.65,29.889,17.634,37.127,HARD,12.0,11.0
OCO,Haas F1 Team,24.0,85.255,30.114,18.787,36.354,HARD,13.0,11.0
OCO,Haas F1 Team,25.0,84.424,29.924,17.752,36.748,HARD,14.0,11.0
OCO,Haas F1 Team,26.0,84.696,30.001,17.783,36.912,HARD,15.0,11.0
OCO,Haas F1 Team,27.0,84.801,29.828,17.799,37.174,HARD,16.0,11.0
OCO,Haas F1 Team,28.0,84.737,29.828,17.835,37.074,HARD,17.0,11.0
OCO,Haas F1 Team,29.0,84.769,29.932,17.765,37.072,HARD,18.0,11.0
OCO,Haas F1 Team,30.0,84.966,30.182,17.741,37.043,HARD,19.0,11.0
OCO,Haas F1 Team,31.0,85.307,30.066,17.593,37.648,HARD,20.0,11.0
OCO,Haas F1 Team,32.0,85.045,30.295,17.641,37.109,HARD,21.0,11.0
OCO,Haas F1 Team,33.0,93.284,30.238,17.83,45.216,HARD,22.0,10.0
OCO,Haas F1 Team,34.0,90.235,35.21,17.78,37.245,HARD,23.0,10.0
OCO,Haas F1 Team,35.0,85.199,30.107,17.711,37.381,HARD,24.0,10.0
OCO,Haas F1 Team,36.0,85.018,30.015,17.675,37.328,HARD,25.0,10.0
OCO,Haas F1 Team,37.0,85.462,30.176,17.482,37.804,HARD,26.0,9.0
OCO,Haas F1 Team,38.0,86.972,30.327,18.318,38.327,HARD,27.0,10.0
OCO,Haas F1 Team,39.0,85.913,30.944,18.047,36.922,HARD,28.0,11.0
OCO,Haas F1 Team,40.0,85.433,30.255,17.793,37.385,HARD,29.0,11.0
OCO,Haas F1 Team,41.0,85.164,30.281,17.633,37.25,HARD,30.0,11.0
OCO,Haas F1 Team,42.0,85.249,30.317,17.775,37.157,HARD,31.0,11.0
OCO,Haas F1 Team,43.0,85.106,30.046,17.62,37.44,HARD,32.0,11.0
OCO,Haas F1 Team,44.0,86.597,30.143,17.654,38.8,HARD,33.0,11.0
OCO,Haas F1 Team,45.0,85.228,30.093,17.752,37.383,HARD,34.0,11.0
OCO,Haas F1 Team,46.0,86.221,30.232,17.388,38.601,HARD,35.0,11.0
OCO,Haas F1 Team,47.0,86.334,31.078,17.881,37.375,HARD,36.0,11.0
OCO,Haas F1 Team,48.0,85.019,29.989,17.756,37.274,HARD,37.0,11.0
OCO,Haas F1 Team,49.0,85.115,29.863,17.963,37.289,HARD,38.0,11.0
OCO,Haas F1 Team,50.0,86.815,30.11,19.111,37.594,HARD,39.0,11.0
OCO,Haas F1 Team,51.0,86.297,31.435,17.814,37.048,HARD,40.0,11.0
OCO,Haas F1 Team,52.0,84.584,29.943,17.711,36.93,HARD,41.0,11.0
OCO,Haas F1 Team,53.0,84.622,29.831,17.621,37.17,HARD,42.0,11.0
OCO,Haas F1 Team,54.0,84.908,29.963,17.561,37.384,HARD,43.0,11.0
OCO,Haas F1 Team,55.0,84.577,30.097,17.655,36.825,HARD,44.0,11.0
OCO,Haas F1 Team,56.0,84.533,29.888,17.767,36.878,HARD,45.0,11.0
OCO,Haas F1 Team,57.0,84.573,29.92,17.754,36.899,HARD,46.0,11.0
LIN,Racing Bulls,2.0,87.218,30.8,18.041,38.377,MEDIUM,2.0,5.0
LIN,Racing Bulls,3.0,85.497,30.171,17.966,37.36,MEDIUM,3.0,5.0
LIN,Racing Bulls,4.0,86.072,30.126,17.94,38.006,MEDIUM,4.0,5.0
LIN,Racing Bulls,5.0,86.235,30.966,17.919,37.35,MEDIUM,5.0,6.0
LIN,Racing Bulls,6.0,85.392,30.162,17.916,37.314,MEDIUM,6.0,6.0
LIN,Racing Bulls,7.0,85.194,30.025,17.897,37.272,MEDIUM,7.0,6.0
LIN,Racing Bulls,8.0,85.26,30.164,17.919,37.177,MEDIUM,8.0,6.0
LIN,Racing Bulls,9.0,85.337,30.236,17.915,37.186,MEDIUM,9.0,6.0
LIN,Racing Bulls,10.0,85.565,30.168,17.947,37.45,MEDIUM,10.0,6.0
LIN,Racing Bulls,11.0,92.238,30.141,17.967,44.13,MEDIUM,11.0,5.0
LIN,Racing Bulls,12.0,112.0,37.694,26.533,47.773,MEDIUM,12.0,4.0
LIN,Racing Bulls,13.0,114.878,40.567,27.761,46.55,MEDIUM,13.0,4.0
LIN,Racing Bulls,14.0,88.161,33.006,17.955,37.2,MEDIUM,14.0,4.0
LIN,Racing Bulls,15.0,84.877,29.995,17.892,36.99,MEDIUM,15.0,4.0
LIN,Racing Bulls,16.0,85.898,30.82,17.896,37.182,MEDIUM,16.0,5.0
LIN,Racing Bulls,17.0,85.096,29.829,17.94,37.327,MEDIUM,17.0,5.0
LIN,Racing Bulls,18.0,108.224,30.225,17.956,60.043,MEDIUM,18.0,6.0
LIN,Racing Bulls,19.0,117.225,42.462,25.719,49.044,HARD,1.0,6.0
LIN,Racing Bulls,20.0,85.424,29.507,18.19,37.727,HARD,2.0,7.0
LIN,Racing Bulls,21.0,84.182,29.574,17.755,36.853,HARD,3.0,7.0
LIN,Racing Bulls,22.0,84.29,29.605,17.753,36.932,HARD,4.0,7.0
LIN,Racing Bulls,23.0,84.909,29.687,17.824,37.398,HARD,5.0,7.0
LIN,Racing Bulls,24.0,84.554,29.834,17.868,36.852,HARD,6.0,7.0
LIN,Racing Bulls,25.0,84.263,29.548,17.841,36.874,HARD,7.0,7.0
LIN,Racing Bulls,26.0,84.205,29.551,17.874,36.78,HARD,8.0,7.0
LIN,Racing Bulls,27.0,84.361,29.508,17.881,36.972,HARD,9.0,7.0
LIN,Racing Bulls,28.0,84.475,29.902,17.869,36.704,HARD,10.0,7.0
LIN,Racing Bulls,29.0,84.916,29.977,18.019,36.92,HARD,11.0,7.0
LIN,Racing Bulls,30.0,84.282,29.767,17.837,36.678,HARD,12.0,7.0
LIN,Racing Bulls,31.0,84.876,29.785,18.09,37.001,HARD,13.0,7.0
LIN,Racing Bulls,32.0,84.671,29.694,17.78,37.197,HARD,14.0,7.0
LIN,Racing Bulls,33.0,89.426,29.771,17.976,41.679,HARD,15.0,7.0
LIN,Racing Bulls,34.0,93.812,38.151,18.652,37.009,HARD,16.0,7.0
LIN,Racing Bulls,35.0,84.536,29.663,17.919,36.954,HARD,17.0,6.0
LIN,Racing Bulls,36.0,84.698,29.762,17.928,37.008,HARD,18.0,6.0
LIN,Racing Bulls,37.0,84.523,29.871,17.873,36.779,HARD,19.0,6.0
LIN,Racing Bulls,38.0,84.797,29.796,17.906,37.095,HARD,20.0,6.0
LIN,Racing Bulls,39.0,85.955,30.718,17.813,37.424,HARD,21.0,7.0
LIN,Racing Bulls,40.0,88.242,31.551,18.051,38.64,HARD,22.0,8.0
LIN,Racing Bulls,41.0,85.406,30.136,17.882,37.388,HARD,23.0,8.0
LIN,Racing Bulls,42.0,85.409,30.221,17.763,37.425,HARD,24.0,8.0
LIN,Racing Bulls,43.0,84.862,29.977,17.828,37.057,HARD,25.0,8.0
LIN,Racing Bulls,44.0,84.747,29.887,17.758,37.102,HARD,26.0,8.0
LIN,Racing Bulls,45.0,84.645,29.827,17.836,36.982,HARD,27.0,8.0
LIN,Racing Bulls,46.0,84.688,29.891,17.824,36.973,HARD,28.0,8.0
LIN,Racing Bulls,47.0,84.773,29.868,17.879,37.026,HARD,29.0,8.0
LIN,Racing Bulls,48.0,84.863,29.958,17.827,37.078,HARD,30.0,8.0
LIN,Racing Bulls,49.0,84.774,29.859,17.878,37.037,HARD,31.0,8.0
LIN,Racing Bulls,50.0,84.715,29.829,17.897,36.989,HARD,32.0,8.0
LIN,Racing Bulls,51.0,84.374,29.802,17.819,36.753,HARD,33.0,8.0
LIN,Racing Bulls,52.0,85.21,29.876,17.834,37.5,HARD,34.0,8.0
LIN,Racing Bulls,53.0,86.148,29.84,18.429,37.879,HARD,35.0,8.0
LIN,Racing Bulls,54.0,88.167,31.949,18.437,37.781,HARD,36.0,8.0
LIN,Racing Bulls,55.0,84.614,30.016,17.645,36.953,HARD,37.0,8.0
LIN,Racing Bulls,56.0,84.688,29.961,17.776,36.951,HARD,38.0,8.0
LIN,Racing Bulls,57.0,84.689,29.872,17.727,37.09,HARD,39.0,8.0
COL,Alpine,2.0,88.166,31.674,18.157,38.335,HARD,2.0,16.0
COL,Alpine,3.0,86.935,30.607,18.32,38.008,HARD,3.0,16.0
COL,Alpine,4.0,86.812,30.715,17.902,38.195,HARD,4.0,16.0
COL,Alpine,5.0,87.512,30.698,17.936,38.878,HARD,5.0,16.0
COL,Alpine,6.0,87.513,30.986,17.993,38.534,HARD,6.0,15.0
COL,Alpine,7.0,86.068,30.496,18.028,37.544,HARD,7.0,15.0
COL,Alpine,8.0,85.818,30.39,18.004,37.424,HARD,8.0,15.0
COL,Alpine,9.0,109.931,30.4,18.017,61.514,HARD,9.0,20.0
COL,Alpine,10.0,92.762,36.557,18.377,37.828,HARD,10.0,20.0
COL,Alpine,11.0,105.807,30.568,27.783,47.456,HARD,11.0,18.0
COL,Alpine,12.0,123.67,41.094,27.882,54.694,HARD,12.0,17.0
COL,Alpine,13.0,93.872,32.451,23.161,38.26,HARD,13.0,16.0
COL,Alpine,14.0,86.663,30.41,18.256,37.997,HARD,14.0,16.0
COL,Alpine,15.0,85.6,30.086,18.096,37.418,HARD,15.0,16.0
COL,Alpine,16.0,85.911,30.157,18.27,37.484,HARD,16.0,16.0
COL,Alpine,17.0,85.708,30.221,18.119,37.368,HARD,17.0,16.0
COL,Alpine,18.0,112.961,39.656,23.049,50.256,HARD,18.0,15.0
COL,Alpine,19.0,101.676,39.674,24.199,37.803,HARD,19.0,15.0
COL,Alpine,20.0,85.331,29.839,18.136,37.356,HARD,20.0,15.0
COL,Alpine,21.0,84.932,29.764,18.096,37.072,HARD,21.0,15.0
COL,Alpine,22.0,85.011,29.789,17.999,37.223,HARD,22.0,15.0
COL,Alpine,23.0,85.136,29.869,18.049,37.218,HARD,23.0,15.0
COL,Alpine,24.0,85.449,30.097,18.128,37.224,HARD,24.0,15.0
COL,Alpine,25.0,85.225,29.946,18.102,37.177,HARD,25.0,15.0
COL,Alpine,26.0,85.174,29.93,18.081,37.163,HARD,26.0,15.0
COL,Alpine,27.0,85.626,30.037,18.139,37.45,HARD,27.0,15.0
COL,Alpine,28.0,86.172,30.003,18.067,38.102,HARD,28.0,15.0
COL,Alpine,29.0,86.483,30.995,18.014,37.474,HARD,29.0,15.0
COL,Alpine,30.0,85.566,30.111,18.034,37.421,HARD,30.0,15.0
COL,Alpine,31.0,87.26,31.496,17.976,37.788,HARD,31.0,15.0
COL,Alpine,32.0,85.707,30.159,18.001,37.547,HARD,32.0,15.0
COL,Alpine,33.0,100.541,32.599,27.744,40.198,HARD,33.0,15.0
COL,Alpine,34.0,86.067,30.806,18.018,37.243,HARD,34.0,13.0
COL,Alpine,35.0,85.633,30.24,17.955,37.438,HARD,35.0,13.0
COL,Alpine,36.0,87.434,30.218,18.176,39.04,HARD,36.0,13.0
COL,Alpine,37.0,87.047,30.234,18.605,38.208,HARD,37.0,14.0
COL,Alpine,38.0,87.012,30.376,18.535,38.101,HARD,38.0,14.0
COL,Alpine,39.0,86.964,30.268,18.179,38.517,HARD,39.0,14.0
COL,Alpine,40.0,86.665,30.853,17.99,37.822,HARD,40.0,14.0
COL,Alpine,41.0,86.469,30.443,18.308,37.718,HARD,41.0,14.0
COL,Alpine,42.0,85.275,30.041,18.114,37.12,HARD,42.0,14.0
COL,Alpine,43.0,85.381,30.093,18.083,37.205,HARD,43.0,14.0
COL,Alpine,44.0,85.24,30.052,18.011,37.177,HARD,44.0,14.0
COL,Alpine,45.0,84.939,29.961,17.996,36.982,HARD,45.0,14.0
COL,Alpine,46.0,102.911,30.115,19.536,53.26,HARD,46.0,14.0
COL,Alpine,47.0,90.309,35.971,17.845,36.493,SOFT,1.0,14.0
COL,Alpine,48.0,82.926,29.194,17.38,36.352,SOFT,2.0,14.0
COL,Alpine,49.0,83.259,29.042,17.815,36.402,SOFT,3.0,14.0
COL,Alpine,50.0,83.721,29.463,17.65,36.608,SOFT,4.0,14.0
COL,Alpine,51.0,85.633,29.397,17.611,38.625,SOFT,5.0,14.0
COL,Alpine,52.0,85.151,30.396,17.677,37.078,SOFT,6.0,14.0
COL,Alpine,53.0,87.12,30.919,19.007,37.194,SOFT,7.0,14.0
COL,Alpine,54.0,83.988,29.24,17.92,36.828,SOFT,8.0,14.0
COL,Alpine,55.0,83.912,29.52,17.75,36.642,SOFT,9.0,14.0
COL,Alpine,56.0,83.621,29.465,17.601,36.555,SOFT,10.0,14.0
HAM,Ferrari,2.0,84.626,29.988,18.115,36.523,MEDIUM,2.0,3.0
HAM,Ferrari,3.0,84.874,30.233,18.076,36.565,MEDIUM,3.0,3.0
HAM,Ferrari,4.0,85.066,30.332,18.021,36.713,MEDIUM,4.0,3.0
HAM,Ferrari,5.0,84.502,29.967,18.029,36.506,MEDIUM,5.0,3.0
HAM,Ferrari,6.0,84.703,29.97,18.016,36.717,MEDIUM,6.0,3.0
HAM,Ferrari,7.0,84.365,29.888,18.034,36.443,MEDIUM,7.0,3.0
HAM,Ferrari,8.0,84.408,29.787,18.093,36.528,MEDIUM,8.0,3.0
HAM,Ferrari,9.0,85.844,30.984,18.266,36.594,MEDIUM,9.0,3.0
HAM,Ferrari,10.0,84.255,29.827,17.875,36.553,MEDIUM,10.0,3.0
HAM,Ferrari,11.0,84.073,29.686,17.816,36.571,MEDIUM,11.0,3.0
HAM,Ferrari,12.0,114.958,40.845,28.326,45.787,MEDIUM,12.0,2.0
HAM,Ferrari,13.0,116.315,41.178,27.777,47.36,MEDIUM,13.0,2.0
HAM,Ferrari,14.0,88.327,33.824,17.902,36.601,MEDIUM,14.0,2.0
HAM,Ferrari,15.0,83.703,29.547,17.763,36.393,MEDIUM,15.0,2.0
HAM,Ferrari,16.0,83.412,29.291,17.817,36.304,MEDIUM,16.0,2.0
HAM,Ferrari,17.0,84.045,29.729,17.883,36.433,MEDIUM,17.0,2.0
HAM,Ferrari,18.0,91.597,29.625,17.793,44.179,MEDIUM,18.0,2.0
HAM,Ferrari,19.0,113.1,37.081,24.573,51.446,MEDIUM,19.0,2.0
HAM,Ferrari,20.0,91.637,37.133,18.014,36.49,MEDIUM,20.0,2.0
HAM,Ferrari,21.0,83.617,29.381,17.818,36.418,MEDIUM,21.0,2.0
HAM,Ferrari,22.0,83.509,29.258,17.832,36.419,MEDIUM,22.0,2.0
HAM,Ferrari,23.0,83.382,29.306,17.766,36.31,MEDIUM,23.0,2.0
HAM,Ferrari,24.0,84.329,29.999,17.913,36.417,MEDIUM,24.0,2.0
HAM,Ferrari,25.0,83.66,29.419,17.845,36.396,MEDIUM,25.0,1.0
HAM,Ferrari,26.0,84.085,29.611,17.867,36.607,MEDIUM,26.0,1.0
HAM,Ferrari,27.0,83.76,29.455,17.86,36.445,MEDIUM,27.0,1.0
HAM,Ferrari,28.0,99.578,29.438,17.924,52.216,MEDIUM,28.0,4.0
HAM,Ferrari,29.0,89.135,35.116,17.909,36.11,HARD,1.0,4.0
HAM,Ferrari,30.0,83.474,29.431,17.923,36.12,HARD,2.0,4.0
HAM,Ferrari,31.0,83.129,29.336,17.854,35.939,HARD,3.0,4.0
HAM,Ferrari,32.0,83.185,29.328,17.835,36.022,HARD,4.0,4.0
HAM,Ferrari,33.0,83.775,29.415,17.921,36.439,HARD,5.0,4.0
HAM,Ferrari,34.0,98.315,36.057,24.217,38.041,HARD,6.0,4.0
HAM,Ferrari,35.0,83.317,29.381,17.698,36.238,HARD,7.0,4.0
HAM,Ferrari,36.0,83.338,29.42,17.712,36.206,HARD,8.0,4.0
HAM,Ferrari,37.0,83.086,29.353,17.661,36.072,HARD,9.0,4.0
HAM,Ferrari,38.0,82.688,29.069,17.752,35.867,HARD,10.0,4.0
HAM,Ferrari,39.0,82.536,28.919,17.689,35.928,HARD,11.0,4.0
HAM,Ferrari,40.0,82.55,29.091,17.679,35.78,HARD,12.0,4.0
HAM,Ferrari,41.0,82.648,29.065,17.564,36.019,HARD,13.0,4.0
HAM,Ferrari,42.0,82.636,29.114,17.688,35.834,HARD,14.0,4.0
HAM,Ferrari,43.0,82.559,28.993,17.663,35.903,HARD,15.0,4.0
HAM,Ferrari,44.0,82.837,29.087,17.685,36.065,HARD,16.0,4.0
HAM,Ferrari,45.0,82.529,28.867,17.57,36.092,HARD,17.0,4.0
HAM,Ferrari,46.0,82.945,29.158,17.77,36.017,HARD,18.0,4.0
HAM,Ferrari,47.0,82.677,29.105,17.709,35.863,HARD,19.0,4.0
HAM,Ferrari,48.0,82.764,29.189,17.665,35.91,HARD,20.0,4.0
HAM,Ferrari,49.0,82.835,29.086,17.65,36.099,HARD,21.0,4.0
HAM,Ferrari,50.0,83.31,29.107,17.787,36.416,HARD,22.0,4.0
HAM,Ferrari,51.0,82.683,29.231,17.661,35.791,HARD,23.0,4.0
HAM,Ferrari,52.0,83.008,29.158,17.67,36.18,HARD,24.0,4.0
HAM,Ferrari,53.0,83.165,29.52,17.678,35.967,HARD,25.0,4.0
HAM,Ferrari,54.0,82.554,29.035,17.661,35.858,HARD,26.0,4.0
